language	term	usage	original	wordsense	raw_freq
RU-RU	скептический	Vorzugsterm	скептический	0	14
RU-RU	скептичный	Negativterm	скептичный	0	5

EN-US	spasm	Vorzugsterm	spasm	-1	-1
RU-RU	спазм	Vorzugsterm	спазм	0	4
RU-RU	судорога	Negativterm	судорога	0	2

EN-US	indulge	Vorzugsterm	indulge	-1	-1
RU-RU	баловаться	Vorzugsterm	баловаться	0	2
RU-RU	баловать	Negativterm	баловать	0	1

EN-US	compact	Vorzugsterm	compact	-1	-1
RU-RU	договор	Vorzugsterm	договор	3	22
RU-RU	соглашение	Negativterm	соглашение	3	10

EN-US	calamity	Vorzugsterm	calamity	-1	-1
RU-RU	бедствие	Vorzugsterm	бедствие	0	27
RU-RU	катастрофа	Negativterm	катастрофа	0	25
RU-RU	беда	Negativterm	беда	0	4
RU-RU	катаклизм	Negativterm	катаклизм	0	2

EN-US	impotent	Vorzugsterm	impotent	-1	-1
RU-RU	бессильный	Vorzugsterm	бессильный	0	16
RU-RU	беспомощный	Negativterm	беспомощный	0	2

EN-US	wildly	Vorzugsterm	wildly	-1	-1
RU-RU	очень	Vorzugsterm	очень	0	4
RU-RU	сильно	Negativterm	сильно	0	1
RU-RU	слишком	Negativterm	слишком	0	1

EN-US	depose	Vorzugsterm	depose	-1	-1
RU-RU	свергать	Vorzugsterm	свергать	1	18
RU-RU	низвергать	Negativterm	низвергать	1	1

EN-US	timid	Vorzugsterm	timid	-1	-1
RU-RU	робкий	Vorzugsterm	робкий	0	15
RU-RU	нерешительный	Negativterm	нерешительный	0	1

EN-US	habitual	Vorzugsterm	habitual	-1	-1
RU-RU	привычный	Vorzugsterm	привычный	1	4
RU-RU	обычный	Negativterm	обычный	1	3

EN-US	anguish	Vorzugsterm	anguish	-1	-1
RU-RU	страдание	Vorzugsterm	страдание	0	10
RU-RU	боль	Negativterm	боль	0	1

EN-US	prevalent	Vorzugsterm	prevalent	-1	-1
RU-RU	преобладать	Vorzugsterm	преобладать	0	5
RU-RU	превалировать	Negativterm	превалировать	0	4

EN-US	inhumanity	Vorzugsterm	inhumanity	-1	-1
RU-RU	жестокость	Vorzugsterm	жестокость	0	5
RU-RU	бесчеловечность	Negativterm	бесчеловечность	0	4

EN-US	mainland	Vorzugsterm	mainland	-1	-1
RU-RU	материк	Vorzugsterm	материк	1	28
RU-RU	континент	Negativterm	континент	1	3

EN-US	greedy	Vorzugsterm	greedy	-1	-1
RU-RU	жадный	Vorzugsterm	жадный	0	20
RU-RU	алчный	Negativterm	алчный	0	4

EN-US	saudis	Vorzugsterm	saudis	-1	-1
RU-RU	саудовец	Vorzugsterm	саудовец	0	18
RU-RU	саудит	Negativterm	саудит	0	12
RU-RU	саудиец	Negativterm	саудиец	0	2

EN-US	harness	Vorzugsterm	harness	-1	-1
RU-RU	использовать	Vorzugsterm	использовать	0	29
RU-RU	утилизировать	Negativterm	утилизировать	0	1

EN-US	dilute	Vorzugsterm	dilute	-1	-1
RU-RU	разбавлять	Vorzugsterm	разбавлять	0	6
RU-RU	разжижать	Negativterm	разжижать	0	1

EN-US	disarray	Vorzugsterm	disarray	-1	-1
RU-RU	беспорядок	Vorzugsterm	беспорядок	1	9
RU-RU	хаос	Negativterm	хаос	1	4

EN-US	insecurity	Vorzugsterm	insecurity	-1	-1
RU-RU	опасность	Vorzugsterm	опасность	0	10
RU-RU	угроза	Negativterm	угроза	0	5

EN-US	rethink	Vorzugsterm	rethink	-1	-1
RU-RU	переосмыслять	Vorzugsterm	переосмыслять	0	30
RU-RU	переосмысливать	Negativterm	переосмысливать	0	2

EN-US	jeopardy	Vorzugsterm	jeopardy	-1	-1
RU-RU	опасность	Vorzugsterm	опасность	0	7
RU-RU	угроза	Negativterm	угроза	0	3

EN-US	uneasiness	Vorzugsterm	uneasiness	-1	-1
RU-RU	тревога	Vorzugsterm	тревога	0	5
RU-RU	беспокойство	Negativterm	беспокойство	0	3

EN-US	pander	Vorzugsterm	pander	-1	-1
RU-RU	потворствовать	Vorzugsterm	потворствовать	0	11
RU-RU	потакать	Negativterm	потакать	0	3

EN-US	differential	Vorzugsterm	differential	-1	-1
RU-RU	разница	Vorzugsterm	разница	0	16
RU-RU	различие	Negativterm	различие	0	8

EN-US	outsize	Vorzugsterm	outsize	-1	-1
RU-RU	огромный	Vorzugsterm	огромный	0	6
RU-RU	грандиозный	Negativterm	грандиозный	0	1

EN-US	veritable	Vorzugsterm	veritable	-1	-1
RU-RU	настоящий	Vorzugsterm	настоящий	1	11
RU-RU	истинный	Negativterm	истинный	1	2

EN-US	invaluable	Vorzugsterm	invaluable	-1	-1
RU-RU	бесценный	Vorzugsterm	бесценный	0	13
RU-RU	неоценимый	Negativterm	неоценимый	0	7

EN-US	patronage	Vorzugsterm	patronage	-1	-1
RU-RU	покровительство	Vorzugsterm	покровительство	0	14
RU-RU	патронаж	Negativterm	патронаж	0	11

EN-US	enterprising	Vorzugsterm	enterprising	-1	-1
RU-RU	инициативный	Vorzugsterm	инициативный	0	4
RU-RU	предприимчивый	Negativterm	предприимчивый	0	1

EN-US	protracted	Vorzugsterm	protracted	-1	-1
RU-RU	длительный	Vorzugsterm	длительный	0	16
RU-RU	продолжительный	Negativterm	продолжительный	0	9

EN-US	crave	Vorzugsterm	crave	-1	-1
RU-RU	жаждать	Vorzugsterm	жаждать	0	7
RU-RU	желать	Negativterm	желать	0	2

EN-US	shack	Vorzugsterm	shack	-1	-1
RU-RU	лачуга	Vorzugsterm	лачуга	0	1
RU-RU	хижина	Negativterm	хижина	0	1

EN-US	eurobonds	Vorzugsterm	eurobonds	-1	-1
RU-RU	еврооблигация	Vorzugsterm	еврооблигация	0	31
RU-RU	евробонд	Negativterm	евробонд	0	8

EN-US	preemptive	Vorzugsterm	preemptive	-1	-1
RU-RU	упреждающий	Vorzugsterm	упреждающий	0	11
RU-RU	превентивный	Negativterm	превентивный	0	4

EN-US	overbear	Vorzugsterm	overbear	-1	-1
RU-RU	властный	Vorzugsterm	властный	1	2
RU-RU	властолюбивый	Negativterm	властолюбивый	1	1

EN-US	derivative	Vorzugsterm	derivative	-1	-1
RU-RU	дериватив	Vorzugsterm	дериватив	0	16
RU-RU	дериват	Negativterm	дериват	0	2

EN-US	crossroad	Vorzugsterm	crossroad	-1	-1
RU-RU	перепутье	Vorzugsterm	перепутье	0	8
RU-RU	распутье	Negativterm	распутье	0	4

EN-US	frugal	Vorzugsterm	frugal	-1	-1
RU-RU	бережливый	Vorzugsterm	бережливый	0	10
RU-RU	экономный	Negativterm	экономный	0	2

EN-US	selfishness	Vorzugsterm	selfishness	-1	-1
RU-RU	эгоизм	Vorzugsterm	эгоизм	0	7
RU-RU	эгоистичность	Negativterm	эгоистичность	0	1

EN-US	custom	Vorzugsterm	custom	-1	-1
RU-RU	обычай	Vorzugsterm	обычай	0	30
RU-RU	традиция	Negativterm	традиция	0	8

EN-US	unwarranted	Vorzugsterm	unwarranted	-1	-1
RU-RU	необоснованный	Vorzugsterm	необоснованный	0	9
RU-RU	безосновательный	Negativterm	безосновательный	0	1

EN-US	handsome	Vorzugsterm	handsome	-1	-1
RU-RU	красивый	Vorzugsterm	красивый	0	3
RU-RU	симпатичный	Negativterm	симпатичный	0	2

EN-US	faulty	Vorzugsterm	faulty	-1	-1
RU-RU	ошибочный	Vorzugsterm	ошибочный	0	6
RU-RU	неверный	Negativterm	неверный	0	2
RU-RU	ложный	Negativterm	ложный	0	1

EN-US	minuscule	Vorzugsterm	minuscule	-1	-1
RU-RU	крохотный	Vorzugsterm	крохотный	0	3
RU-RU	крошечный	Negativterm	крошечный	0	2
RU-RU	маленький	Negativterm	маленький	0	1

EN-US	underpinning	Vorzugsterm	underpinning	-1	-1
RU-RU	основа	Vorzugsterm	основа	0	8
RU-RU	фундамент	Negativterm	фундамент	0	4

EN-US	markedly	Vorzugsterm	markedly	-1	-1
RU-RU	значительно	Vorzugsterm	значительно	1	7
RU-RU	существенно	Negativterm	существенно	1	3

EN-US	ailment	Vorzugsterm	ailment	-1	-1
RU-RU	болезнь	Vorzugsterm	болезнь	0	8
RU-RU	заболевание	Negativterm	заболевание	0	3

EN-US	misdeed	Vorzugsterm	misdeed	-1	-1
RU-RU	преступление	Vorzugsterm	преступление	0	5
RU-RU	злодеяние	Negativterm	злодеяние	0	2

EN-US	psyche	Vorzugsterm	psyche	-1	-1
RU-RU	дух	Vorzugsterm	дух	5	4
RU-RU	душа	Negativterm	душа	5	4

EN-US	gruesome	Vorzugsterm	gruesome	-1	-1
RU-RU	ужасный	Vorzugsterm	ужасный	0	9
RU-RU	кошмарный	Negativterm	кошмарный	0	1

EN-US	theology	Vorzugsterm	theology	-1	-1
RU-RU	теология	Vorzugsterm	теология	0	8
RU-RU	богословие	Negativterm	богословие	0	7

EN-US	expend	Vorzugsterm	expend	-1	-1
RU-RU	тратить	Vorzugsterm	тратить	0	2
RU-RU	расходовать	Negativterm	расходовать	0	2

EN-US	radiant	Vorzugsterm	radiant	-1	-1
RU-RU	блестящий	Vorzugsterm	блестящий	1	2
RU-RU	великолепный	Negativterm	великолепный	1	1

EN-US	homosexuality	Vorzugsterm	homosexuality	-1	-1
RU-RU	гомосексуализм	Vorzugsterm	гомосексуализм	0	28
RU-RU	гомосексуальность	Negativterm	гомосексуальность	0	4

EN-US	unparalleled	Vorzugsterm	unparalleled	-1	-1
RU-RU	беспрецедентный	Vorzugsterm	беспрецедентный	0	6
RU-RU	беспримерный	Negativterm	беспримерный	0	3

EN-US	westernization	Vorzugsterm	westernization	-1	-1
RU-RU	вестернизация	Vorzugsterm	вестернизация	0	17
RU-RU	западнизация	Negativterm	западнизация	0	3

EN-US	germanic	Vorzugsterm	germanic	-1	-1
RU-RU	немецкий	Vorzugsterm	немецкий	0	2
RU-RU	германский	Negativterm	германский	0	1

EN-US	baseless	Vorzugsterm	baseless	-1	-1
RU-RU	безосновательный	Vorzugsterm	безосновательный	0	4
RU-RU	беспочвенный	Negativterm	беспочвенный	0	1

EN-US	empathize	Vorzugsterm	empathize	-1	-1
RU-RU	сострадать	Vorzugsterm	сострадать	0	1
RU-RU	сопереживать	Negativterm	сопереживать	0	1

EN-US	forfeit	Vorzugsterm	forfeit	-1	-1
RU-RU	лишаться	Vorzugsterm	лишаться	0	5
RU-RU	утрачивать	Negativterm	утрачивать	0	2

EN-US	interfaith	Vorzugsterm	interfaith	-1	-1
RU-RU	межрелигиозный	Vorzugsterm	межрелигиозный	0	1
RU-RU	межконфессиональный	Negativterm	межконфессиональный	0	1

EN-US	theological	Vorzugsterm	theological	-1	-1
RU-RU	теологический	Vorzugsterm	теологический	0	15
RU-RU	богословский	Negativterm	богословский	0	5

EN-US	vacant	Vorzugsterm	vacant	-1	-1
RU-RU	вакантный	Vorzugsterm	вакантный	0	6
RU-RU	незанятый	Negativterm	незанятый	0	1

EN-US	vendor	Vorzugsterm	vendor	-1	-1
RU-RU	торговец	Vorzugsterm	торговец	0	7
RU-RU	продавец	Negativterm	продавец	0	4

EN-US	cultivation	Vorzugsterm	cultivation	-1	-1
RU-RU	культивирование	Vorzugsterm	культивирование	0	3
RU-RU	культивация	Negativterm	культивация	0	2

EN-US	continuously	Vorzugsterm	continuously	-1	-1
RU-RU	постоянно	Vorzugsterm	постоянно	1	20
RU-RU	непрерывно	Negativterm	непрерывно	1	4

EN-US	undoubted	Vorzugsterm	undoubted	-1	-1
RU-RU	несомненный	Vorzugsterm	несомненный	0	2
RU-RU	бесспорный	Negativterm	бесспорный	0	1

EN-US	sine	Vorzugsterm	sine	-1	-1
RU-RU	непременный	Vorzugsterm	непременный	0	3
RU-RU	обязательный	Negativterm	обязательный	0	2

EN-US	uncivil	Vorzugsterm	uncivil	-1	-1
RU-RU	невежливый	Vorzugsterm	невежливый	0	1
RU-RU	неучтивый	Negativterm	неучтивый	0	1

EN-US	dovish	Vorzugsterm	dovish	-1	-1
RU-RU	миролюбивый	Vorzugsterm	миролюбивый	0	4
RU-RU	мирный	Negativterm	мирный	0	4

EN-US	loudspeaker	Vorzugsterm	loudspeaker	-1	-1
RU-RU	громкоговоритель	Vorzugsterm	громкоговоритель	0	2
RU-RU	репродуктор	Negativterm	репродуктор	0	1

EN-US	lunacy	Vorzugsterm	lunacy	-1	-1
RU-RU	помешательство	Vorzugsterm	помешательство	0	1
RU-RU	безумие	Negativterm	безумие	0	1

EN-US	amass	Vorzugsterm	amass	-1	-1
RU-RU	накапливать	Vorzugsterm	накапливать	0	6
RU-RU	накоплять	Negativterm	накоплять	0	3

EN-US	externality	Vorzugsterm	externality	-1	-1
RU-RU	воздействие	Vorzugsterm	воздействие	0	2
RU-RU	влияние	Negativterm	влияние	0	2

EN-US	antipathy	Vorzugsterm	antipathy	-1	-1
RU-RU	антипатия	Vorzugsterm	антипатия	0	14
RU-RU	неприятие	Negativterm	неприятие	0	1

EN-US	informant	Vorzugsterm	informant	-1	-1
RU-RU	информатор	Vorzugsterm	информатор	1	2
RU-RU	осведомитель	Negativterm	осведомитель	1	1

EN-US	streak	Vorzugsterm	streak	-1	-1
RU-RU	черта	Vorzugsterm	черта	0	2
RU-RU	полоса	Negativterm	полоса	0	1

EN-US	borrower	Vorzugsterm	borrower	-1	-1
RU-RU	должник	Vorzugsterm	должник	0	5
RU-RU	дебитор	Negativterm	дебитор	0	3

EN-US	banknote	Vorzugsterm	banknote	-1	-1
RU-RU	купюра	Vorzugsterm	купюра	0	5
RU-RU	банкнота	Negativterm	банкнота	0	5

EN-US	brainer	Vorzugsterm	brainer	-1	-1
RU-RU	непростой	Vorzugsterm	непростой	0	1
RU-RU	сложный	Negativterm	сложный	0	1

EN-US	immorality	Vorzugsterm	immorality	-1	-1
RU-RU	аморальность	Vorzugsterm	аморальность	0	4
RU-RU	безнравственность	Negativterm	безнравственность	0	4

EN-US	grisly	Vorzugsterm	grisly	-1	-1
RU-RU	ужасный	Vorzugsterm	ужасный	0	2
RU-RU	жуткий	Negativterm	жуткий	0	1

EN-US	gangster	Vorzugsterm	gangster	-1	-1
RU-RU	гангстер	Vorzugsterm	гангстер	0	5
RU-RU	бандит	Negativterm	бандит	0	2

EN-US	daylight	Vorzugsterm	daylight	-1	-1
RU-RU	день	Vorzugsterm	день	0	1
RU-RU	свет	Negativterm	свет	0	1

EN-US	resurface	Vorzugsterm	resurface	-1	-1
RU-RU	вновь	Vorzugsterm	вновь	1	1
RU-RU	снова	Negativterm	снова	1	1

EN-US	fatherland	Vorzugsterm	fatherland	-1	-1
RU-RU	отечество	Vorzugsterm	отечество	0	4
RU-RU	родина	Negativterm	родина	0	2

EN-US	fortification	Vorzugsterm	fortification	-1	-1
RU-RU	укрепление	Vorzugsterm	укрепление	0	3
RU-RU	фортификация	Negativterm	фортификация	0	1

EN-US	fearless	Vorzugsterm	fearless	-1	-1
RU-RU	бесстрашный	Vorzugsterm	бесстрашный	0	4
RU-RU	неустрашимый	Negativterm	неустрашимый	0	1

EN-US	idiosyncratic	Vorzugsterm	idiosyncratic	-1	-1
RU-RU	идиосинкратический	Vorzugsterm	идиосинкратический	0	2
RU-RU	идиосинкразический	Negativterm	идиосинкразический	0	2

EN-US	cavalier	Vorzugsterm	cavalier	-1	-1
RU-RU	надменный	Vorzugsterm	надменный	0	2
RU-RU	высокомерный	Negativterm	высокомерный	0	1

EN-US	innumerable	Vorzugsterm	innumerable	-1	-1
RU-RU	бесчисленный	Vorzugsterm	бесчисленный	0	8
RU-RU	неисчислимый	Negativterm	неисчислимый	0	3

EN-US	fragmentation	Vorzugsterm	fragmentation	-1	-1
RU-RU	разделение	Vorzugsterm	разделение	0	4
RU-RU	раздел	Negativterm	раздел	0	2

EN-US	cunning	Vorzugsterm	cunning	-1	-1
RU-RU	хитроумный	Vorzugsterm	хитроумный	0	3
RU-RU	хитрый	Negativterm	хитрый	0	3

EN-US	inference	Vorzugsterm	inference	-1	-1
RU-RU	вывод	Vorzugsterm	вывод	0	5
RU-RU	заключение	Negativterm	заключение	0	2

EN-US	yoke	Vorzugsterm	yoke	-1	-1
RU-RU	ярмо	Vorzugsterm	ярмо	1	5
RU-RU	иго	Negativterm	иго	1	3

EN-US	extol	Vorzugsterm	extol	-1	-1
RU-RU	превозносить	Vorzugsterm	превозносить	0	8
RU-RU	восхвалять	Negativterm	восхвалять	0	7

EN-US	rampage	Vorzugsterm	rampage	-1	-1
RU-RU	неистовствовать	Vorzugsterm	неистовствовать	0	1
RU-RU	буйствовать	Negativterm	буйствовать	0	1

EN-US	outcast	Vorzugsterm	outcast	-1	-1
RU-RU	изгой	Vorzugsterm	изгой	1	4
RU-RU	изгнанник	Negativterm	изгнанник	1	1

EN-US	scold	Vorzugsterm	scold	-1	-1
RU-RU	ругать	Vorzugsterm	ругать	1	4
RU-RU	порицать	Negativterm	порицать	1	1

EN-US	unload	Vorzugsterm	unload	-1	-1
RU-RU	продавать	Vorzugsterm	продавать	0	2
RU-RU	сбывать	Negativterm	сбывать	0	1

EN-US	dustbin	Vorzugsterm	dustbin	-1	-1
RU-RU	свалка	Vorzugsterm	свалка	1	2
RU-RU	помойка	Negativterm	помойка	1	1

EN-US	imbue	Vorzugsterm	imbue	-1	-1
RU-RU	пропитывать	Vorzugsterm	пропитывать	1	5
RU-RU	пронизывать	Negativterm	пронизывать	1	3
